| '''Cipher''' || '''Implementation''' || '''Empty Message''' || '''8 byte''' || '''64 bytes''' || '''512 bytes''' || '''1024 bytes''' || '''2048 bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_fritzbox-7170_cubehash816_unrolled unrolled] || 82442 || 10386 || 1510 || 379 || 298 || 258 || 218 || [wiki:measureDetailsPage_10_cubehash816_unrolled Details]
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_fritzbox-7170_cubehash82_unrolled unrolled] || 82481 || 11781 || 2724 || 1592 || 1511 || 1478 || 1444 || [wiki:measureDetailsPage_10_cubehash82_unrolled Details]
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_fritzbox-7170_cubehash832_unrolled unrolled] || 82362 || 10429 || 1428 || 293 || 212 || 171 || 131 || [wiki:measureDetailsPage_10_cubehash832_unrolled Details]
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_fritzbox-7170_cubehash84_unrolled unrolled] || 82627 || 11089 || 2035 || 899 || 818 || 778 || 737 || [wiki:measureDetailsPage_10_cubehash84_unrolled Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_fritzbox-7170_cubehash88_unrolled unrolled] || 82667 || 10766 || 1689 || 553 || 472 || 431 || 390 || [wiki:measureDetailsPage_10_cubehash88_unrolled Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || 73909 || 9257 || 1157 || 277 || 238 || 201 || 165 || [wiki:measureDetailsPage_10_echo256_sphlib-small Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_fritzbox-7170_echo512_sphlib-small sphlib-small] || 82243 || 10310 || 1287 || 486 || 405 || 365 || 324 || [wiki:measureDetailsPage_10_echo512_sphlib-small Details]
|[wiki:ciphers_echosp256 echosp256] || [wiki:platformsimplementations_fritzbox-7170_echosp256_generic_opt32 generic_opt32] || 156231 || 19812 || 2495 || 671 || 504 || 462 || 419 || [wiki:measureDetailsPage_10_echosp256_generic_opt32 Details]
|[wiki:ciphers_echosp512 echosp512] || [wiki:platformsimplementations_fritzbox-7170_echosp512_generic_opt32 generic_opt32] || 172833 || 21917 || 2740 || 757 || 672 || 580 || 489 || [wiki:measureDetailsPage_10_echosp512_generic_opt32 Details]
|[wiki:ciphers_essence224 essence224] || [wiki:platformsimplementations_fritzbox-7170_essence224_gcc gcc] || 94512 || 24600 || 3835 || 1821 || 1676 || 1613 || 1551 || [wiki:measureDetailsPage_10_essence224_gcc Details]
|[wiki:ciphers_essence256 essence256] || [wiki:platformsimplementations_fritzbox-7170_essence256_gcc gcc] || 94883 || 24701 || 3838 || 1821 || 1676 || 1614 || 1551 || [wiki:measureDetailsPage_10_essence256_gcc Details]
|[wiki:ciphers_essence384 essence384] || [wiki:platformsimplementations_fritzbox-7170_essence384_gcc gcc] || 115381 || 30155 || 3756 || 1295 || 1119 || 1041 || 963 || [wiki:measureDetailsPage_10_essence384_gcc Details]
|[wiki:ciphers_essence512 essence512] || [wiki:platformsimplementations_fritzbox-7170_essence512_gcc gcc] || 115089 || 30150 || 3758 || 1296 || 1119 || 1041 || 963 || [wiki:measureDetailsPage_10_essence512_gcc Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_fritzbox-7170_fugue256_sphlib sphlib] || 69934 || 10140 || 1449 || 268 || 183 || 141 || 99 || [wiki:measureDetailsPage_10_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_fritzbox-7170_fugue512_sphlib sphlib] || 103390 || 14371 || 1954 || 405 || 296 || 240 || 184 || [wiki:measureDetailsPage_10_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_fritzbox-7170_groestl256_opt32-xbx-rolled opt32-xbx-rolled] || 174728 || 21995 || 3084 || 631 || 456 || 369 || 281 || [wiki:measureDetailsPage_10_groestl256_opt32-xbx-rolled Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_fritzbox-7170_groestl512_sphlib-small sphlib-small] || 157344 || 19703 || 2462 || 815 || 662 || 585 || 508 || [wiki:measureDetailsPage_10_groestl512_sphlib-small Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_fritzbox-7170_hamsi_sphlib-small sphlib-small] || 52709 || 6968 || 1175 || 347 || 283 || 250 || 218 || [wiki:measureDetailsPage_10_hamsi_sphlib-small Details]
|[wiki:ciphers_hamsi512 hamsi512] || [wiki:platformsimplementations_fritzbox-7170_hamsi512_sphlib-small sphlib-small] || 77937 || 14179 || 2071 || 946 || 857 || 817 || 776 || [wiki:measureDetailsPage_10_hamsi512_sphlib-small Details]
|[wiki:ciphers_jh224 jh224] || [wiki:platformsimplementations_fritzbox-7170_jh224_bitslice_opt32 bitslice_opt32] || 48230 || 8228 || 1023 || 351 || 303 || 279 || 255 || [wiki:measureDetailsPage_10_jh224_bitslice_opt32 Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_fritzbox-7170_jh256_bitslice_opt32 bitslice_opt32] || 48243 || 8187 || 1021 || 352 || 303 || 279 || 256 || [wiki:measureDetailsPage_10_jh256_bitslice_opt32 Details]
|[wiki:ciphers_jh384 jh384] || [wiki:platformsimplementations_fritzbox-7170_jh384_bitslice_opt32 bitslice_opt32] || 48694 || 8311 || 1026 || 352 || 303 || 279 || 255 || [wiki:measureDetailsPage_10_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_fritzbox-7170_jh512_bitslice_opt32 bitslice_opt32] || 48893 || 8305 || 1030 || 353 || 304 || 280 || 256 || [wiki:measureDetailsPage_10_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak keccak] || [wiki:platformsimplementations_fritzbox-7170_keccak_opt32u2 opt32u2] || 76797 || 9908 || 1277 || 321 || 240 || 199 || 157 || [wiki:measureDetailsPage_10_keccak_opt32u2 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_fritzbox-7170_keccak256_sphlib-small sphlib-small] || 108624 || 13545 || 1690 || 416 || 337 || 298 || 258 || [wiki:measureDetailsPage_10_keccak256_sphlib-small Details]
|[wiki:ciphers_keccak512 keccak512] || [wiki:platformsimplementations_fritzbox-7170_keccak512_sphlib-small sphlib-small] || 100925 || 12644 || 1579 || 642 || 541 || 491 || 441 || [wiki:measureDetailsPage_10_keccak512_sphlib-small Details]
|[wiki:ciphers_keccakc512 keccakc512] || [wiki:platformsimplementations_fritzbox-7170_keccakc512_opt32u2 opt32u2] || 76148 || 9767 || 1257 || 289 || 224 || 191 || 157 || [wiki:measureDetailsPage_10_keccakc512_opt32u2 Details]
|[wiki:ciphers_lane256 lane256] || [wiki:platformsimplementations_fritzbox-7170_lane256_c c] || 246371 || 43463 || 5418 || 2045 || 1803 || 1691 || 1579 || [wiki:measureDetailsPage_10_lane256_c Details]
|[wiki:ciphers_lane512 lane512] || [wiki:platformsimplementations_fritzbox-7170_lane512_c c] || 593786 || 108115 || 13523 || 3274 || 2712 || 2426 || 2141 || [wiki:measureDetailsPage_10_lane512_c Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_fritzbox-7170_luffa256_opt32 opt32] || 34291 || 4285 || 701 || 182 || 145 || 126 || 107 || [wiki:measureDetailsPage_10_luffa256_opt32 Details]
|[wiki:ciphers_luffa384 luffa384] || [wiki:platformsimplementations_fritzbox-7170_luffa384_opt32 opt32] || 46123 || 5910 || 951 || 249 || 199 || 174 || 150 || [wiki:measureDetailsPage_10_luffa384_opt32 Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_fritzbox-7170_luffa512_opt32 opt32] || 57187 || 7206 || 1144 || 317 || 258 || 228 || 199 || [wiki:measureDetailsPage_10_luffa512_opt32 Details]
|[wiki:ciphers_mcssha4 mcssha4] || [wiki:platformsimplementations_fritzbox-7170_mcssha4_ref ref] || 29110 || 3819 || 574 || 169 || 140 || 126 || 111 || [wiki:measureDetailsPage_10_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || [wiki:platformsimplementations_fritzbox-7170_mcssha5_ref ref] || 35205 || 4619 || 666 || 182 || 146 || 129 || 111 || [wiki:measureDetailsPage_10_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || [wiki:platformsimplementations_fritzbox-7170_mcssha6_ref ref] || 33417 || 4409 || 647 || 178 || 145 || 128 || 111 || [wiki:measureDetailsPage_10_mcssha6_ref Details]
|[wiki:ciphers_md6d224 md6d224] || [wiki:platformsimplementations_fritzbox-7170_md6d224_ref ref] || 226363 || 28440 || 3562 || 449 || 446 || 339 || 233 || [wiki:measureDetailsPage_10_md6d224_ref Details]
|[wiki:ciphers_md6d256 md6d256] || [wiki:platformsimplementations_fritzbox-7170_md6d256_ref ref] || 254798 || 29365 || 3680 || 504 || 470 || 360 || 250 || [wiki:measureDetailsPage_10_md6d256_ref Details]
|[wiki:ciphers_md6d384 md6d384] || [wiki:platformsimplementations_fritzbox-7170_md6d384_ref ref] || 265146 || 33254 || 4158 || 526 || 568 || 456 || 345 || [wiki:measureDetailsPage_10_md6d384_ref Details]
|[wiki:ciphers_md6d512 md6d512] || [wiki:platformsimplementations_fritzbox-7170_md6d512_ref ref] || 296469 || 37141 || 4645 || 586 || 657 || 532 || 406 || [wiki:measureDetailsPage_10_md6d512_ref Details]
|[wiki:ciphers_nasha256 nasha256] || [wiki:platformsimplementations_fritzbox-7170_nasha256_opt opt] || 32781 || 4156 || 576 || 122 || 90 || 73 || 57 || [wiki:measureDetailsPage_10_nasha256_opt Details]
|[wiki:ciphers_nasha512 nasha512] || [wiki:platformsimplementations_fritzbox-7170_nasha512_opt opt] || 42175 || 5279 || 670 || 140 || 98 || 77 || 56 || [wiki:measureDetailsPage_10_nasha512_opt Details]
|[wiki:ciphers_sarmal256 sarmal256] || [wiki:platformsimplementations_fritzbox-7170_sarmal256_opt64 opt64] || 130340 || 16394 || 2063 || 928 || 793 || 726 || 660 || [wiki:measureDetailsPage_10_sarmal256_opt64 Details]
|[wiki:ciphers_sarmal512 sarmal512] || [wiki:platformsimplementations_fritzbox-7170_sarmal512_opt64 opt64] || 154972 || 19388 || 2415 || 1137 || 983 || 906 || 830 || [wiki:measureDetailsPage_10_sarmal512_opt64 Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_fritzbox-7170_shabal256_sphlib sphlib] || 64143 || 8036 || 1306 || 188 || 108 || 68 || 27 || [wiki:measureDetailsPage_10_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_fritzbox-7170_shabal512_sphlib sphlib] || 64846 || 8111 || 1319 || 189 || 108 || 68 || 27 || [wiki:measureDetailsPage_10_shabal512_sphlib Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_fritzbox-7170_shavite3256_256-nosalt-smallc 256-nosalt-smallc] || 118680 || 14842 || 2876 || 1225 || 1108 || 1060 || 1012 || [wiki:measureDetailsPage_10_shavite3256_256-nosalt-smallc Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_fritzbox-7170_simd256_sphlib-small sphlib-small] || 65150 || 10141 || 1266 || 349 || 284 || 251 || 218 || [wiki:measureDetailsPage_10_simd256_sphlib-small Details]
|[wiki:ciphers_simd512 simd512] || [wiki:platformsimplementations_fritzbox-7170_simd512_opt opt] || 88537 || 15249 || 1910 || 436 || 348 || 304 || 259 || [wiki:measureDetailsPage_10_simd512_opt Details]
|[wiki:ciphers_skein256 skein256] || [wiki:platformsimplementations_fritzbox-7170_skein256_sphlib-small sphlib-small] || 74690 || 9376 || 1687 || 295 || 195 || 145 || 95 || [wiki:measureDetailsPage_10_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || [wiki:platformsimplementations_fritzbox-7170_skein512_sphlib-small sphlib-small] || 51834 || 6519 || 818 || 237 || 177 || 147 || 116 || [wiki:measureDetailsPage_10_skein512_sphlib-small Details]
|[wiki:ciphers_whirlpool whirlpool] || [wiki:platformsimplementations_fritzbox-7170_whirlpool_ref ref] || 113195 || 14086 || 2523 || 1004 || 897 || 840 || 784 || [wiki:measureDetailsPage_10_whirlpool_ref Details]
