| '''Cipher''' || '''Implementation''' || '''Empty Message''' || '''8 byte''' || '''64 bytes''' || '''512 bytes''' || '''1024 bytes''' || '''2048 bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_jh384 jh384] || bitslice_opt32 || 217521 || 53918 || 6729 || 3755 || 3543 || 3437 || 3331 || [wiki:measureDetailsPage_2_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || bitslice_opt32 || 217642 || 53934 || 6731 || 3756 || 3543 || 3437 || 3331 || [wiki:measureDetailsPage_2_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak512 keccak512] || avrcryptolib || 1200362 || 150053 || 18763 || 18715 || 17542 || 16956 || 16370 || [wiki:measureDetailsPage_2_keccak512_avrcryptolib Details]
|[wiki:ciphers_mcssha4 mcssha4] || ref || 33772 || 4772 || 1077 || 615 || 582 || 565 || 549 || [wiki:measureDetailsPage_2_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || ref || 71868 || 9534 || 1672 || 689 || 619 || 584 || 549 || [wiki:measureDetailsPage_2_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || ref || 82146 || 10819 || 1832 || 709 || 629 || 589 || 549 || [wiki:measureDetailsPage_2_mcssha6_ref Details]
|[wiki:ciphers_nasha256 nasha256] || opt || 51596 || 6454 || 1337 || 624 || 573 || 548 || 522 || [wiki:measureDetailsPage_2_nasha256_opt Details]
|[wiki:ciphers_nasha512 nasha512] || opt || 99043 || 12385 || 1552 || 706 || 609 || 560 || 512 || [wiki:measureDetailsPage_2_nasha512_opt Details]
|[wiki:ciphers_shabal256 shabal256] || avrcryptolib_asm || 52325 || 6542 || 1027 || 312 || 261 || 235 || 210 || [wiki:measureDetailsPage_2_shabal256_avrcryptolib_asm Details]
|[wiki:ciphers_shabal512 shabal512] || avrcryptolib_asm || 52547 || 6570 || 1031 || 313 || 261 || 236 || 210 || [wiki:measureDetailsPage_2_shabal512_avrcryptolib_asm Details]
|[wiki:ciphers_skein256 skein256] || avrcryptolib_asm || 117923 || 14753 || 2451 || 1360 || 1282 || 1243 || 1204 || [wiki:measureDetailsPage_2_skein256_avrcryptolib_asm Details]
|[wiki:ciphers_skein512 skein512] || avrcryptolib_asm || 279947 || 35007 || 4387 || 1811 || 1627 || 1535 || 1443 || [wiki:measureDetailsPage_2_skein512_avrcryptolib_asm Details]
