| '''Cipher''' || '''Implementation''' || '''Empty Message''' || '''8 byte''' || '''64 bytes''' || '''512 bytes''' || '''1024 bytes''' || '''2048 bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_cubehash168 cubehash168] || [wiki:platformsimplementations_nslu2-openwrt_cubehash168_unrolled unrolled] || 106733 || 13959 || 2274 || 813 || 708 || 664 || 620 || [wiki:measureDetailsPage_21_cubehash168_unrolled Details]
|[wiki:ciphers_cubehash81 cubehash81] || [wiki:platformsimplementations_nslu2-openwrt_cubehash81_unrolled unrolled] || 61596 || 10118 || 3365 || 2550 || 2474 || 2437 || 2400 || [wiki:measureDetailsPage_21_cubehash81_unrolled Details]
|[wiki:ciphers_cubehash816 cubehash816] || [wiki:platformsimplementations_nslu2-openwrt_cubehash816_unrolled unrolled] || 61562 || 7770 || 1154 || 309 || 248 || 218 || 188 || [wiki:measureDetailsPage_21_cubehash816_unrolled Details]
|[wiki:ciphers_cubehash82 cubehash82] || [wiki:platformsimplementations_nslu2-openwrt_cubehash82_unrolled unrolled] || 61596 || 8934 || 2188 || 1342 || 1297 || 1259 || 1221 || [wiki:measureDetailsPage_21_cubehash82_unrolled Details]
|[wiki:ciphers_cubehash832 cubehash832] || [wiki:platformsimplementations_nslu2-openwrt_cubehash832_unrolled unrolled] || 61762 || 7778 || 1078 || 235 || 175 || 144 || 114 || [wiki:measureDetailsPage_21_cubehash832_unrolled Details]
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_nslu2-openwrt_cubehash84_unrolled unrolled] || 62859 || 8512 || 1627 || 764 || 702 || 671 || 640 || [wiki:measureDetailsPage_21_cubehash84_unrolled Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_nslu2-openwrt_cubehash88_unrolled unrolled] || 61612 || 8055 || 1305 || 456 || 396 || 366 || 335 || [wiki:measureDetailsPage_21_cubehash88_unrolled Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_nslu2-openwrt_echo256_sphlib-small sphlib-small] || 59019 || 7365 || 929 || 276 || 256 || 226 || 196 || [wiki:measureDetailsPage_21_echo256_sphlib-small Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_nslu2-openwrt_echo512_sphlib-small sphlib-small] || 68296 || 8562 || 1068 || 522 || 454 || 419 || 385 || [wiki:measureDetailsPage_21_echo512_sphlib-small Details]
|[wiki:ciphers_echosp256 echosp256] || [wiki:platformsimplementations_nslu2-openwrt_echosp256_generic_opt32 generic_opt32] || 95178 || 12082 || 1524 || 376 || 279 || 251 || 224 || [wiki:measureDetailsPage_21_echosp256_generic_opt32 Details]
|[wiki:ciphers_echosp512 echosp512] || [wiki:platformsimplementations_nslu2-openwrt_echosp512_generic_opt32 generic_opt32] || 105353 || 13433 || 1684 || 436 || 382 || 328 || 274 || [wiki:measureDetailsPage_21_echosp512_generic_opt32 Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_nslu2-openwrt_fugue256_sphlib sphlib] || 40748 || 5802 || 866 || 219 || 172 || 148 || 124 || [wiki:measureDetailsPage_21_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_nslu2-openwrt_fugue512_sphlib sphlib] || 69709 || 9433 || 1382 || 381 || 307 || 271 || 234 || [wiki:measureDetailsPage_21_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_nslu2-openwrt_groestl256_opt32-xbx-rolled opt32-xbx-rolled] || 106334 || 13333 || 1966 || 506 || 403 || 349 || 296 || [wiki:measureDetailsPage_21_groestl256_opt32-xbx-rolled Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_nslu2-openwrt_groestl512_opt32 opt32] || 185568 || 23296 || 2922 || 816 || 634 || 541 || 449 || [wiki:measureDetailsPage_21_groestl512_opt32 Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_nslu2-openwrt_hamsi_sphlib sphlib] || 25719 || 3662 || 781 || 381 || 331 || 295 || 259 || [wiki:measureDetailsPage_21_hamsi_sphlib Details]
|[wiki:ciphers_hamsi512 hamsi512] || [wiki:platformsimplementations_nslu2-openwrt_hamsi512_sphlib-small sphlib-small] || 42178 || 9202 || 1563 || 948 || 894 || 864 || 834 || [wiki:measureDetailsPage_21_hamsi512_sphlib-small Details]
|[wiki:ciphers_jh224 jh224] || [wiki:platformsimplementations_nslu2-openwrt_jh224_bitslice_opt32 bitslice_opt32] || 36026 || 6850 || 855 || 365 || 329 || 311 || 292 || [wiki:measureDetailsPage_21_jh224_bitslice_opt32 Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_nslu2-openwrt_jh256_bitslice_opt32 bitslice_opt32] || 36043 || 6877 || 858 || 365 || 329 || 311 || 293 || [wiki:measureDetailsPage_21_jh256_bitslice_opt32 Details]
|[wiki:ciphers_jh384 jh384] || [wiki:platformsimplementations_nslu2-openwrt_jh384_bitslice_opt32 bitslice_opt32] || 35960 || 6858 || 855 || 365 || 329 || 311 || 292 || [wiki:measureDetailsPage_21_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_nslu2-openwrt_jh512_bitslice_opt32 bitslice_opt32] || 36143 || 6864 || 858 || 365 || 329 || 311 || 292 || [wiki:measureDetailsPage_21_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak keccak] || [wiki:platformsimplementations_nslu2-openwrt_keccak_opt32u2 opt32u2] || 51272 || 6785 || 910 || 322 || 268 || 238 || 209 || [wiki:measureDetailsPage_21_keccak_opt32u2 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_nslu2-openwrt_keccak256_sphlib-small sphlib-small] || 80864 || 10114 || 1271 || 415 || 377 || 358 || 339 || [wiki:measureDetailsPage_21_keccak256_sphlib-small Details]
|[wiki:ciphers_keccak512 keccak512] || [wiki:platformsimplementations_nslu2-openwrt_keccak512_sphlib-small sphlib-small] || 78154 || 9759 || 1218 || 735 || 658 || 628 || 598 || [wiki:measureDetailsPage_21_keccak512_sphlib-small Details]
|[wiki:ciphers_keccakc512 keccakc512] || [wiki:platformsimplementations_nslu2-openwrt_keccakc512_opt32u2 opt32u2] || 51504 || 6771 || 910 || 285 || 247 || 229 || 210 || [wiki:measureDetailsPage_21_keccakc512_opt32u2 Details]
|[wiki:ciphers_lane256 lane256] || [wiki:platformsimplementations_nslu2-openwrt_lane256_c c] || 76758 || 10950 || 1356 || 315 || 240 || 201 || 162 || [wiki:measureDetailsPage_21_lane256_c Details]
|[wiki:ciphers_lane512 lane512] || [wiki:platformsimplementations_nslu2-openwrt_lane512_c c] || 271985 || 49243 || 6164 || 1476 || 1232 || 1087 || 942 || [wiki:measureDetailsPage_21_lane512_c Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_nslu2-openwrt_luffa256_sphlib sphlib] || 18603 || 2319 || 425 || 120 || 97 || 86 || 74 || [wiki:measureDetailsPage_21_luffa256_sphlib Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_nslu2-openwrt_luffa512_sphlib sphlib] || 33815 || 4200 || 796 || 223 || 182 || 161 || 140 || [wiki:measureDetailsPage_21_luffa512_sphlib Details]
|[wiki:ciphers_mcssha4 mcssha4] || [wiki:platformsimplementations_nslu2-openwrt_mcssha4_ref ref] || 21313 || 2841 || 471 || 174 || 152 || 141 || 130 || [wiki:measureDetailsPage_21_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || [wiki:platformsimplementations_nslu2-openwrt_mcssha5_ref ref] || 28213 || 3730 || 580 || 187 || 159 || 145 || 130 || [wiki:measureDetailsPage_21_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || [wiki:platformsimplementations_nslu2-openwrt_mcssha6_ref ref] || 26600 || 3516 || 554 || 184 || 158 || 144 || 130 || [wiki:measureDetailsPage_21_mcssha6_ref Details]
|[wiki:ciphers_md6d224 md6d224] || [wiki:platformsimplementations_nslu2-openwrt_md6d224_ref ref] || 169292 || 21184 || 2659 || 337 || 369 || 284 || 198 || [wiki:measureDetailsPage_21_md6d224_ref Details]
|[wiki:ciphers_md6d256 md6d256] || [wiki:platformsimplementations_nslu2-openwrt_md6d256_ref ref] || 179783 || 22433 || 2810 || 357 || 394 || 304 || 214 || [wiki:measureDetailsPage_21_md6d256_ref Details]
|[wiki:ciphers_md6d384 md6d384] || [wiki:platformsimplementations_nslu2-openwrt_md6d384_ref ref] || 220348 || 27556 || 3448 || 436 || 497 || 387 || 277 || [wiki:measureDetailsPage_21_md6d384_ref Details]
|[wiki:ciphers_md6d512 md6d512] || [wiki:platformsimplementations_nslu2-openwrt_md6d512_ref ref] || 260780 || 32664 || 4084 || 515 || 625 || 470 || 316 || [wiki:measureDetailsPage_21_md6d512_ref Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_nslu2-openwrt_shabal256_sphlib sphlib] || 30740 || 3867 || 653 || 113 || 74 || 54 || 35 || [wiki:measureDetailsPage_21_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_nslu2-openwrt_shabal512_ref ref] || 32518 || 4065 || 689 || 114 || 72 || 51 || 31 || [wiki:measureDetailsPage_21_shabal512_ref Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_nslu2-openwrt_shavite3256_256-nosalt-smallc 256-nosalt-smallc] || 64123 || 8111 || 1141 || 258 || 193 || 160 || 127 || [wiki:measureDetailsPage_21_shavite3256_256-nosalt-smallc Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_nslu2-openwrt_simd256_sphlib sphlib] || 55045 || 8672 || 1087 || 327 || 272 || 244 || 216 || [wiki:measureDetailsPage_21_simd256_sphlib Details]
|[wiki:ciphers_skein256 skein256] || [wiki:platformsimplementations_nslu2-openwrt_skein256_sphlib-small sphlib-small] || 36126 || 4522 || 867 || 205 || 158 || 134 || 110 || [wiki:measureDetailsPage_21_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || [wiki:platformsimplementations_nslu2-openwrt_skein512_sphlib sphlib] || 79883 || 9938 || 1245 || 360 || 256 || 203 || 151 || [wiki:measureDetailsPage_21_skein512_sphlib Details]
|[wiki:ciphers_whirlpool whirlpool] || [wiki:platformsimplementations_nslu2-openwrt_whirlpool_ref ref] || 75644 || 9539 || 1697 || 602 || 523 || 483 || 443 || [wiki:measureDetailsPage_21_whirlpool_ref Details]
