| '''Cipher''' || '''Implementation''' || '''Empty Message''' || '''8 byte''' || '''64 bytes''' || '''512 bytes''' || '''1024 bytes''' || '''2048 bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_keccak256 keccak256] || sphlib-small || 80731 || 10137 || 1265 || 414 || 376 || 358 || 339 || [wiki:measureDetailsPage_23_keccak256_sphlib-small Details]
|[wiki:ciphers_keccak512 keccak512] || sphlib-small || 77988 || 9715 || 1216 || 734 || 657 || 618 || 580 || [wiki:measureDetailsPage_23_keccak512_sphlib-small Details]
|[wiki:ciphers_keccakc512 keccakc512] || opt32u2 || 52269 || 6791 || 911 || 284 || 246 || 228 || 210 || [wiki:measureDetailsPage_23_keccakc512_opt32u2 Details]
|[wiki:ciphers_lane256 lane256] || c || 77273 || 11010 || 1361 || 315 || 240 || 201 || 162 || [wiki:measureDetailsPage_23_lane256_c Details]
|[wiki:ciphers_lane512 lane512] || c || 272168 || 49196 || 6151 || 1477 || 1210 || 1086 || 962 || [wiki:measureDetailsPage_23_lane512_c Details]
|[wiki:ciphers_luffa256 luffa256] || sphlib || 18687 || 2346 || 427 || 120 || 97 || 86 || 74 || [wiki:measureDetailsPage_23_luffa256_sphlib Details]
|[wiki:ciphers_luffa512 luffa512] || sphlib || 33882 || 4179 || 795 || 223 || 182 || 161 || 140 || [wiki:measureDetailsPage_23_luffa512_sphlib Details]
|[wiki:ciphers_mcssha4 mcssha4] || ref || 21280 || 2839 || 475 || 174 || 153 || 141 || 130 || [wiki:measureDetailsPage_23_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || ref || 28362 || 3730 || 582 || 187 || 159 || 144 || 130 || [wiki:measureDetailsPage_23_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || ref || 26883 || 3529 || 556 || 184 || 157 || 144 || 130 || [wiki:measureDetailsPage_23_mcssha6_ref Details]
|[wiki:ciphers_md6d224 md6d224] || ref || 168977 || 21128 || 2651 || 337 || 368 || 284 || 199 || [wiki:measureDetailsPage_23_md6d224_ref Details]
|[wiki:ciphers_md6d256 md6d256] || ref || 179234 || 22446 || 2807 || 356 || 394 || 304 || 214 || [wiki:measureDetailsPage_23_md6d256_ref Details]
|[wiki:ciphers_md6d384 md6d384] || ref || 220015 || 27510 || 3446 || 435 || 496 || 387 || 278 || [wiki:measureDetailsPage_23_md6d384_ref Details]
|[wiki:ciphers_md6d512 md6d512] || ref || 260863 || 32649 || 4081 || 515 || 600 || 470 || 341 || [wiki:measureDetailsPage_23_md6d512_ref Details]
|[wiki:ciphers_shabal256 shabal256] || sphlib || 32552 || 4057 || 694 || 117 || 75 || 54 || 33 || [wiki:measureDetailsPage_23_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || ref || 32718 || 4086 || 693 || 114 || 72 || 52 || 31 || [wiki:measureDetailsPage_23_shabal512_ref Details]
|[wiki:ciphers_shavite3256 shavite3256] || 256-nosalt-smallc || 64771 || 8227 || 1157 || 259 || 193 || 160 || 126 || [wiki:measureDetailsPage_23_shavite3256_256-nosalt-smallc Details]
|[wiki:ciphers_simd256 simd256] || sphlib || 55145 || 8705 || 1095 || 327 || 272 || 244 || 216 || [wiki:measureDetailsPage_23_simd256_sphlib Details]
|[wiki:ciphers_simd512 simd512] || opt || 65070 || 12857 || 1608 || 426 || 361 || 328 || 295 || [wiki:measureDetailsPage_23_simd512_opt Details]
|[wiki:ciphers_skein256 skein256] || sphlib-small || 36159 || 4537 || 869 || 205 || 158 || 134 || 110 || [wiki:measureDetailsPage_23_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || sphlib || 79850 || 9944 || 1249 || 360 || 255 || 203 || 151 || [wiki:measureDetailsPage_23_skein512_sphlib Details]
|[wiki:ciphers_whirlpool whirlpool] || ref || 75810 || 9505 || 1698 || 602 || 523 || 493 || 464 || [wiki:measureDetailsPage_23_whirlpool_ref Details]
