| '''Cipher''' || '''Implementation''' || '''Empty Message''' || '''8 byte''' || '''64 bytes''' || '''512 bytes''' || '''1024 bytes''' || '''2048 bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:ciphers_cubehash84 cubehash84] || [wiki:platformsimplementations_nslu2-openwrt_cubehash84_unrolled unrolled] || 62311 || 8431 || 1607 || 753 || 692 || 669 || 647 || [wiki:measureDetailsPage_19_cubehash84_unrolled Details]
|[wiki:ciphers_cubehash88 cubehash88] || [wiki:platformsimplementations_nslu2-openwrt_cubehash88_unrolled unrolled] || 62227 || 8146 || 1312 || 458 || 397 || 366 || 335 || [wiki:measureDetailsPage_19_cubehash88_unrolled Details]
|[wiki:ciphers_echo256 echo256] || [wiki:platformsimplementations_nslu2-openwrt_echo256_sphlib-small sphlib-small] || 60349 || 7469 || 935 || 278 || 257 || 227 || 196 || [wiki:measureDetailsPage_19_echo256_sphlib-small Details]
|[wiki:ciphers_echo512 echo512] || [wiki:platformsimplementations_nslu2-openwrt_echo512_sphlib-small sphlib-small] || 69227 || 8653 || 1091 || 524 || 455 || 420 || 385 || [wiki:measureDetailsPage_19_echo512_sphlib-small Details]
|[wiki:ciphers_echosp256 echosp256] || [wiki:platformsimplementations_nslu2-openwrt_echosp256_generic_opt32 generic_opt32] || 95145 || 12122 || 1523 || 377 || 279 || 252 || 224 || [wiki:measureDetailsPage_19_echosp256_generic_opt32 Details]
|[wiki:ciphers_echosp512 echosp512] || [wiki:platformsimplementations_nslu2-openwrt_echosp512_generic_opt32 generic_opt32] || 105452 || 13468 || 1697 || 436 || 383 || 328 || 273 || [wiki:measureDetailsPage_19_echosp512_generic_opt32 Details]
|[wiki:ciphers_fugue256 fugue256] || [wiki:platformsimplementations_nslu2-openwrt_fugue256_sphlib sphlib] || 41396 || 5821 || 870 || 221 || 172 || 148 || 124 || [wiki:measureDetailsPage_19_fugue256_sphlib Details]
|[wiki:ciphers_fugue512 fugue512] || [wiki:platformsimplementations_nslu2-openwrt_fugue512_sphlib sphlib] || 70291 || 9566 || 1399 || 382 || 309 || 271 || 233 || [wiki:measureDetailsPage_19_fugue512_sphlib Details]
|[wiki:ciphers_groestl256 groestl256] || [wiki:platformsimplementations_nslu2-openwrt_groestl256_opt32-xbx-rolled opt32-xbx-rolled] || 107098 || 13497 || 1978 || 509 || 403 || 350 || 296 || [wiki:measureDetailsPage_19_groestl256_opt32-xbx-rolled Details]
|[wiki:ciphers_groestl512 groestl512] || [wiki:platformsimplementations_nslu2-openwrt_groestl512_opt32 opt32] || 185668 || 23275 || 2920 || 817 || 634 || 572 || 511 || [wiki:measureDetailsPage_19_groestl512_opt32 Details]
|[wiki:ciphers_hamsi hamsi] || [wiki:platformsimplementations_nslu2-openwrt_hamsi_sphlib sphlib] || 26899 || 3753 || 795 || 385 || 334 || 297 || 260 || [wiki:measureDetailsPage_19_hamsi_sphlib Details]
|[wiki:ciphers_hamsi512 hamsi512] || [wiki:platformsimplementations_nslu2-openwrt_hamsi512_sphlib sphlib] || 94081 || 15605 || 2405 || 1058 || 942 || 896 || 850 || [wiki:measureDetailsPage_19_hamsi512_sphlib Details]
|[wiki:ciphers_jh224 jh224] || [wiki:platformsimplementations_nslu2-openwrt_jh224_bitslice_opt32 bitslice_opt32] || 36625 || 6976 || 866 || 366 || 330 || 311 || 293 || [wiki:measureDetailsPage_19_jh224_bitslice_opt32 Details]
|[wiki:ciphers_jh256 jh256] || [wiki:platformsimplementations_nslu2-openwrt_jh256_bitslice_opt32 bitslice_opt32] || 36326 || 6920 || 861 || 366 || 330 || 311 || 293 || [wiki:measureDetailsPage_19_jh256_bitslice_opt32 Details]
|[wiki:ciphers_jh384 jh384] || [wiki:platformsimplementations_nslu2-openwrt_jh384_bitslice_opt32 bitslice_opt32] || 36791 || 6960 || 868 || 367 || 330 || 311 || 293 || [wiki:measureDetailsPage_19_jh384_bitslice_opt32 Details]
|[wiki:ciphers_jh512 jh512] || [wiki:platformsimplementations_nslu2-openwrt_jh512_bitslice_opt32 bitslice_opt32] || 36575 || 6931 || 870 || 366 || 330 || 311 || 293 || [wiki:measureDetailsPage_19_jh512_bitslice_opt32 Details]
|[wiki:ciphers_keccak keccak] || [wiki:platformsimplementations_nslu2-openwrt_keccak_opt32u2 opt32u2] || 52153 || 6825 || 917 || 325 || 268 || 238 || 208 || [wiki:measureDetailsPage_19_keccak_opt32u2 Details]
|[wiki:ciphers_keccak256 keccak256] || [wiki:platformsimplementations_nslu2-openwrt_keccak256_sphlib-small sphlib-small] || 81679 || 10220 || 1279 || 416 || 378 || 358 || 339 || [wiki:measureDetailsPage_19_keccak256_sphlib-small Details]
|[wiki:ciphers_keccak512 keccak512] || [wiki:platformsimplementations_nslu2-openwrt_keccak512_sphlib-small sphlib-small] || 78670 || 9834 || 1226 || 736 || 658 || 620 || 581 || [wiki:measureDetailsPage_19_keccak512_sphlib-small Details]
|[wiki:ciphers_keccakc512 keccakc512] || [wiki:platformsimplementations_nslu2-openwrt_keccakc512_opt32u2 opt32u2] || 51737 || 6839 || 911 || 286 || 248 || 229 || 209 || [wiki:measureDetailsPage_19_keccakc512_opt32u2 Details]
|[wiki:ciphers_lane256 lane256] || [wiki:platformsimplementations_nslu2-openwrt_lane256_c c] || 77572 || 11110 || 1380 || 319 || 241 || 202 || 162 || [wiki:measureDetailsPage_19_lane256_c Details]
|[wiki:ciphers_lane512 lane512] || [wiki:platformsimplementations_nslu2-openwrt_lane512_c c] || 273648 || 49395 || 6182 || 1480 || 1213 || 1087 || 962 || [wiki:measureDetailsPage_19_lane512_c Details]
|[wiki:ciphers_luffa256 luffa256] || [wiki:platformsimplementations_nslu2-openwrt_luffa256_sphlib sphlib] || 19235 || 2448 || 438 || 121 || 98 || 86 || 75 || [wiki:measureDetailsPage_19_luffa256_sphlib Details]
|[wiki:ciphers_luffa512 luffa512] || [wiki:platformsimplementations_nslu2-openwrt_luffa512_sphlib sphlib] || 34514 || 4291 || 809 || 225 || 183 || 161 || 140 || [wiki:measureDetailsPage_19_luffa512_sphlib Details]
|[wiki:ciphers_mcssha4 mcssha4] || [wiki:platformsimplementations_nslu2-openwrt_mcssha4_ref ref] || 21978 || 2936 || 484 || 176 || 153 || 141 || 130 || [wiki:measureDetailsPage_19_mcssha4_ref Details]
|[wiki:ciphers_mcssha5 mcssha5] || [wiki:platformsimplementations_nslu2-openwrt_mcssha5_ref ref] || 28695 || 3766 || 587 || 188 || 159 || 145 || 130 || [wiki:measureDetailsPage_19_mcssha5_ref Details]
|[wiki:ciphers_mcssha6 mcssha6] || [wiki:platformsimplementations_nslu2-openwrt_mcssha6_ref ref] || 27282 || 3606 || 564 || 186 || 158 || 144 || 130 || [wiki:measureDetailsPage_19_mcssha6_ref Details]
|[wiki:ciphers_shabal256 shabal256] || [wiki:platformsimplementations_nslu2-openwrt_shabal256_sphlib sphlib] || 32785 || 4117 || 704 || 118 || 76 || 54 || 33 || [wiki:measureDetailsPage_19_shabal256_sphlib Details]
|[wiki:ciphers_shabal512 shabal512] || [wiki:platformsimplementations_nslu2-openwrt_shabal512_ref ref] || 33466 || 4200 || 700 || 115 || 73 || 52 || 31 || [wiki:measureDetailsPage_19_shabal512_ref Details]
|[wiki:ciphers_shavite3256 shavite3256] || [wiki:platformsimplementations_nslu2-openwrt_shavite3256_256-nosalt-smallc 256-nosalt-smallc] || 65902 || 8213 || 1161 || 260 || 194 || 161 || 127 || [wiki:measureDetailsPage_19_shavite3256_256-nosalt-smallc Details]
|[wiki:ciphers_simd256 simd256] || [wiki:platformsimplementations_nslu2-openwrt_simd256_sphlib sphlib] || 55644 || 8701 || 1095 || 328 || 273 || 245 || 216 || [wiki:measureDetailsPage_19_simd256_sphlib Details]
|[wiki:ciphers_simd512 simd512] || [wiki:platformsimplementations_nslu2-openwrt_simd512_opt opt] || 65453 || 12882 || 1614 || 427 || 362 || 329 || 295 || [wiki:measureDetailsPage_19_simd512_opt Details]
|[wiki:ciphers_skein256 skein256] || [wiki:platformsimplementations_nslu2-openwrt_skein256_sphlib-small sphlib-small] || 36924 || 4609 || 872 || 206 || 159 || 134 || 110 || [wiki:measureDetailsPage_19_skein256_sphlib-small Details]
|[wiki:ciphers_skein512 skein512] || [wiki:platformsimplementations_nslu2-openwrt_skein512_sphlib sphlib] || 80648 || 10098 || 1258 || 361 || 256 || 204 || 151 || [wiki:measureDetailsPage_19_skein512_sphlib Details]
|[wiki:ciphers_whirlpool whirlpool] || [wiki:platformsimplementations_nslu2-openwrt_whirlpool_ref ref] || 75893 || 9564 || 1670 || 600 || 522 || 493 || 464 || [wiki:measureDetailsPage_19_whirlpool_ref Details]
