| '''Cipher''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksumming Cycles''' || '''Benchmark Cycles (1536 byte)''' || '''Stack (bytes)''' || '''Result''' 
|[wiki:ciphers_fugue512 fugue512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 155954058 || 10163340 || 870 || Checksum OK
|[wiki:ciphers_fugue512 fugue512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 119260337 || 7946938 || 1088 || Checksum OK
|[wiki:ciphers_fugue512 fugue512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 171213859 || 11448623 || 323 || Checksum OK
|[wiki:ciphers_groestl256 groestl256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 3552642107 || 292133535 || 829 || Checksum OK
|[wiki:ciphers_groestl256 groestl256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 983720266 || 81422647 || 678 || Checksum OK
|[wiki:ciphers_groestl256 groestl256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 222471987 || 17904214 || 689 || Checksum OK
|[wiki:ciphers_groestl256 groestl256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 216177530 || 17370550 || 825 || Checksum OK
|[wiki:ciphers_groestl256 groestl256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 274485936 || 22212378 || 674 || Checksum OK
|[wiki:ciphers_groestl512 groestl512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 7021727858 || 432370690 || 829 || Checksum OK
|[wiki:ciphers_groestl512 groestl512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 1948818860 || 120349540 || 678 || Checksum OK
|[wiki:ciphers_groestl512 groestl512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 432881628 || 26243140 || 689 || Checksum OK
|[wiki:ciphers_groestl512 groestl512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 420695764 || 25481399 || 825 || Checksum OK
|[wiki:ciphers_groestl512 groestl512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 536081759 || 32599620 || 674 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 244844704 || 14013035 || 447 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 120128045 || 5745264 || 378 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 113699522 || 5326238 || 364 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 125269655 || 6148439 || 454 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 114735321 || 5378313 || 368 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 238598140 || 14183306 || 643 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 240499896 || 14357604 || 629 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 240910618 || 14365157 || 635 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 266952430 || 15587663 || 463 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 124516964 || 6057866 || 322 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 122645411 || 5963410 || 328 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 121272639 || 5873513 || 351 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 123989199 || 6037421 || 332 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 643243195 || 42388996 || 2013 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 276696816 || 16896889 || 501 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 275264836 || 16833739 || 508 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 301451214 || 18699479 || 554 || Checksum OK
|[wiki:ciphers_jh224 jh224] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 275809900 || 16850862 || 514 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 244671406 || 14013045 || 447 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 86409692 || 5745278 || 378 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 79745540 || 5326252 || 364 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 91317220 || 6148463 || 454 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 80444788 || 5378327 || 368 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 204879805 || 14183320 || 643 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 206545936 || 14357618 || 629 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 206620098 || 14365172 || 635 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 266779207 || 15587675 || 463 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 90798637 || 6057881 || 322 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 88691436 || 5963424 || 328 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 87320210 || 5873538 || 351 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 89698668 || 6037435 || 332 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 643070015 || 42389015 || 2013 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 242978516 || 16896905 || 501 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 241310890 || 16833756 || 508 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 267497665 || 18699498 || 554 || Checksum OK
|[wiki:ciphers_jh256 jh256] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 241519440 || 16850880 || 514 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 244682402 || 14013221 || 447 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 119960995 || 5745413 || 378 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 113532483 || 5326388 || 364 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 125106747 || 6148621 || 454 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 114568292 || 5378463 || 368 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 238431149 || 14183458 || 643 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 240332921 || 14357758 || 629 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 240743649 || 14365312 || 635 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 266790235 || 15587853 || 463 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 124349946 || 6058017 || 322 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 122478407 || 5963561 || 328 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 121109753 || 5873696 || 351 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 123822192 || 6037572 || 332 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 643081171 || 42389201 || 2013 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 276529880 || 16897045 || 501 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 275097898 || 16833896 || 508 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 301295511 || 18699723 || 554 || Checksum OK
|[wiki:ciphers_jh384 jh384] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 275642965 || 16851018 || 514 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 244524361 || 14013374 || 447 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 86442610 || 5745536 || 378 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 79778704 || 5326509 || 364 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 91356584 || 6148771 || 454 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 80477572 || 5378584 || 368 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 204912776 || 14183581 || 643 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 206579159 || 14357880 || 629 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_opt64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 206652944 || 14365433 || 635 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 266632166 || 15588005 || 463 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 90831551 || 6058138 || 322 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 88724604 || 5963681 || 328 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 87359571 || 5873846 || 351 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 89731455 || 6037692 || 332 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 642923118 || 42389355 || 2013 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 243011483 || 16897166 || 501 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 241344106 || 16834017 || 508 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 267544939 || 18699870 || 554 || Checksum OK
|[wiki:ciphers_jh512 jh512] || bitslice_ref64 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 241552269 || 16851141 || 514 || Checksum OK
|[wiki:ciphers_luffa256 luffa256] || opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 67256614 || 1857192 || 464 || Checksum failed
|[wiki:ciphers_luffa256 luffa256] || opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 11954919 || 632302 || 291 || Checksum failed
|[wiki:ciphers_luffa256 luffa256] || opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 12711912 || 782175 || 320 || Checksum failed
