| '''Cipher''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_blake32 blake32] || light || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 6164666 || 327097 || 6492 (24774) || 0 (368) || 0 (368) || 380(388) || Checksum OK
|[wiki:ciphers_blake32 blake32] || light || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2339005 || 176275 || 3736 (16946) || 0 (364) || 0 (364) || 412(428) || Checksum OK
|[wiki:ciphers_blake32 blake32] || light || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2225689 || 159733 || 4120 (17198) || 0 (364) || 0 (364) || 532(540) || Checksum OK
|[wiki:ciphers_blake32 blake32] || light || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2353186 || 176907 || 5900 (19326) || 0 (364) || 0 (364) || 1088(1104) || Checksum OK
|[wiki:ciphers_blake32 blake32] || light || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2054667 || 152684 || 3828 (16642) || 0 (364) || 0 (364) || 500(516) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4731242 || 193548 || 17608 (35890) || 0 (368) || 0 (368) || 496(504) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1695484 || 110839 || 10040 (23250) || 0 (364) || 0 (364) || 1912(1928) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1573723 || 98985 || 10912 (23990) || 0 (364) || 0 (364) || 1316(1324) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1560073 || 98553 || 10896 (24322) || 0 (364) || 0 (364) || 1324(1340) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1771643 || 132518 || 14356 (27170) || 0 (364) || 0 (364) || 3044(3060) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5611652 || 274013 || 6772 (25054) || 0 (368) || 0 (368) || 500(508) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2054135 || 146666 || 3940 (17150) || 0 (364) || 0 (364) || 496(512) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2182979 || 158603 || 4720 (17798) || 0 (364) || 0 (364) || 832(840) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2177775 || 158686 || 4724 (18150) || 0 (364) || 0 (364) || 840(856) || Checksum OK
|[wiki:ciphers_blake32 blake32] || sphlib-small || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2274599 || 178868 || 4736 (17550) || 0 (364) || 0 (364) || 920(936) || Checksum OK
|[wiki:ciphers_blake64 blake64] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 13083393 || 825199 || 4336 (22618) || 0 (368) || 32 (368) || 472(480) || Checksum failed
|[wiki:ciphers_blake64 blake64] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5387913 || 387811 || 2364 (15574) || 0 (364) || 32 (364) || 468(484) || Checksum failed
|[wiki:ciphers_blake64 blake64] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5580663 || 399449 || 2408 (15486) || 0 (364) || 32 (364) || 496(504) || Checksum failed
|[wiki:ciphers_blake64 blake64] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5501645 || 395575 || 6796 (20222) || 0 (364) || 32 (364) || 1220(1236) || Checksum failed
|[wiki:ciphers_blake64 blake64] || armcryptolib || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5000484 || 359017 || 2316 (15130) || 0 (364) || 32 (364) || 480(496) || Checksum failed
|[wiki:ciphers_blake64 blake64] || sphlib || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 8136325 || 425035 || 10512 (28794) || 0 (368) || 32 (368) || 1156(1164) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 3929984 || 264936 || 7104 (20314) || 0 (364) || 32 (364) || 1108(1124) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5036727 || 353597 || 8788 (21866) || 0 (364) || 32 (364) || 1576(1584) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5007683 || 352849 || 8836 (22262) || 0 (364) || 32 (364) || 1584(1600) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5159336 || 373231 || 8760 (21574) || 0 (364) || 32 (364) || 1648(1664) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 8135743 || 425317 || 10512 (28794) || 0 (368) || 32 (368) || 1156(1164) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 3927473 || 264670 || 7104 (20314) || 0 (364) || 32 (364) || 1108(1124) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5039387 || 353564 || 8788 (21866) || 0 (364) || 32 (364) || 1576(1584) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5007832 || 352400 || 8836 (22262) || 0 (364) || 32 (364) || 1584(1600) || Checksum OK
|[wiki:ciphers_blake64 blake64] || sphlib-small || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5158937 || 372949 || 8760 (21574) || 0 (364) || 32 (364) || 1648(1664) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 9140176 || 446764 || 9968 (28250) || 64 (432) || 0 (432) || 496(504) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2439287 || 131820 || 3828 (17038) || 0 (364) || 0 (364) || 564(580) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2330060 || 122061 || 4492 (17570) || 0 (364) || 0 (364) || 767(775) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2252189 || 119268 || 6256 (19682) || 0 (364) || 0 (364) || 732(748) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2405106 || 134530 || 4328 (17142) || 0 (364) || 0 (364) || 764(780) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib-speed || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5571852 || 197821 || 14660 (32942) || 0 (368) || 0 (368) || 536(544) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib-speed || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1691727 || 82975 || 8200 (21410) || 0 (364) || 0 (364) || 908(924) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib-speed || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1678044 || 82926 || 10540 (23618) || 0 (364) || 0 (364) || 1732(1740) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib-speed || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1628918 || 81679 || 10776 (24202) || 0 (364) || 0 (364) || 1744(1760) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || armcryptolib-speed || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1402651 || 67647 || 6436 (19250) || 0 (364) || 0 (364) || 556(572) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc01 || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4762547 || 150074 || 106776 (125058) || 0 (368) || 0 (368) || 4888(4896) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc01 || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2179920 || 107497 || 94128 (107338) || 0 (364) || 0 (364) || 7160(7176) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc01 || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4861000 || 134579 || 132392 (145470) || 0 (364) || 0 (364) || 7164(7172) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc01 || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4995713 || 129642 || 132120 (145546) || 0 (364) || 0 (364) || 7164(7180) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc01 || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 ||  ||  || 131392 (144206) || 0 (364) || 0 (364) || unk(unk) || error
|[wiki:ciphers_bmw256 bmw256] || optc02 || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5228912 || 180647 || 23880 (42162) || 0 (368) || 0 (368) || 752(760) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc02 || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1682500 || 90124 || 17536 (30746) || 0 (364) || 0 (364) || 1516(1532) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc02 || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1603032 || 95926 || 22028 (35106) || 0 (364) || 0 (364) || 2024(2032) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc02 || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1591545 || 94829 || 21988 (35414) || 0 (364) || 0 (364) || 2036(2052) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc02 || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1440373 || 79867 || 15012 (27826) || 0 (364) || 0 (364) || 1348(1364) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc03 || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5044757 || 162293 || 15828 (34110) || 0 (368) || 0 (368) || 892(900) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc03 || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1530747 || 75361 || 10724 (23934) || 0 (364) || 0 (364) || 1156(1172) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc03 || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1600505 || 85353 || 15072 (28150) || 0 (364) || 0 (364) || 2472(2480) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc03 || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1613889 || 84139 || 15072 (28498) || 0 (364) || 0 (364) || 2472(2488) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc03 || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1416683 || 73649 || 10528 (23342) || 0 (364) || 0 (364) || 1504(1520) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc04 || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5191655 || 179633 || 17068 (35350) || 0 (368) || 0 (368) || 896(904) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc04 || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1536100 || 73649 || 10684 (23894) || 0 (364) || 0 (364) || 1132(1148) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc04 || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1624013 || 86317 || 15440 (28518) || 0 (364) || 0 (364) || 2644(2652) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc04 || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1608303 || 85885 || 15432 (28858) || 0 (364) || 0 (364) || 2644(2660) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || optc04 || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1420573 || 73798 || 10488 (23302) || 0 (364) || 0 (364) || 1528(1544) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 7874448 || 357620 || 29328 (47610) || 0 (368) || 0 (368) || 1128(1136) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2421332 || 130656 || 17756 (30966) || 0 (364) || 0 (364) || 1280(1296) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2238955 || 119501 || 24360 (37438) || 0 (364) || 0 (364) || 1764(1772) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2195614 || 114031 || 24416 (37842) || 0 (364) || 0 (364) || 1632(1648) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2234766 || 125136 || 23652 (36466) || 0 (364) || 0 (364) || 1636(1652) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref_xbx-pruned || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 7817374 || 376623 || 11196 (29478) || 0 (368) || 0 (368) || 724(732) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref_xbx-pruned || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2370742 || 129143 || 4780 (17990) || 0 (364) || 0 (364) || 888(904) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref_xbx-pruned || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2225256 || 118021 || 5980 (19058) || 0 (364) || 0 (364) || 1372(1380) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref_xbx-pruned || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2155415 || 113416 || 5868 (19294) || 0 (364) || 0 (364) || 1240(1256) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || ref_xbx-pruned || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2179587 || 124156 || 5856 (18670) || 0 (364) || 0 (364) || 1240(1256) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || sphlib || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 6005948 || 222409 || 16236 (34518) || 0 (368) || 0 (368) || 580(588) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1752541 || 86217 || 7124 (20334) || 0 (364) || 0 (364) || 740(756) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1907436 || 101047 || 10972 (24050) || 0 (364) || 0 (364) || 2336(2344) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1906505 || 102177 || 12112 (25538) || 0 (364) || 0 (364) || 2524(2540) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1769183 || 96741 || 9088 (21902) || 0 (364) || 0 (364) || 1448(1464) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5559400 || 185668 || 11888 (30170) || 0 (368) || 0 (368) || 648(656) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1755184 || 88079 || 7032 (20242) || 0 (364) || 0 (364) || 1080(1096) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1853538 || 96176 || 9688 (22766) || 0 (364) || 0 (364) || 1828(1836) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib-small || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1835234 || 95378 || 10796 (24222) || 0 (364) || 0 (364) || 1900(1916) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || sphlib-small || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1759307 || 95777 || 8680 (21494) || 0 (364) || 0 (364) || 1636(1652) || Checksum OK
|[wiki:ciphers_bmw512 bmw512] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 21184639 || 936037 || 8108 (26390) || 16 (384) || 32 (384) || 996(1004) || Checksum failed
|[wiki:ciphers_bmw512 bmw512] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 9454920 || 444952 || 4868 (18078) || 0 (364) || 32 (364) || 1008(1024) || Checksum failed
|[wiki:ciphers_bmw512 bmw512] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 9511046 || 446049 || 4948 (18026) || 0 (364) || 32 (364) || 1028(1036) || Checksum failed
|[wiki:ciphers_bmw512 bmw512] || armcryptolib || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5798019 || 267513 || 8672 (22098) || 0 (364) || 32 (364) || 1372(1388) || Checksum failed
|[wiki:ciphers_bmw512 bmw512] || armcryptolib || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 7938088 || 375243 || 5252 (18066) || 0 (364) || 32 (364) || 1044(1060) || Checksum failed
