| '''Cipher''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 6167160 || 345235 || 6492 (24774) || 0 (368) || 0 (368) || 380(388) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2356328 || 176242 || 3736 (16946) || 0 (364) || 0 (364) || 412(428) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2224359 || 160032 || 4120 (17198) || 0 (364) || 0 (364) || 532(540) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2371074 || 176458 || 5900 (19326) || 0 (364) || 0 (364) || 1088(1104) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2053919 || 152751 || 3828 (16642) || 0 (364) || 0 (364) || 500(516) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4732207 || 193897 || 17608 (35890) || 0 (368) || 0 (368) || 496(504) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1695318 || 110989 || 10040 (23250) || 0 (364) || 0 (364) || 1912(1928) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1573556 || 99218 || 10912 (23990) || 0 (364) || 0 (364) || 1316(1324) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1559591 || 98553 || 10896 (24322) || 0 (364) || 0 (364) || 1324(1340) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1771693 || 132651 || 14356 (27170) || 0 (364) || 0 (364) || 3044(3060) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5606981 || 273648 || 6772 (25054) || 0 (368) || 0 (368) || 500(508) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2054401 || 146317 || 3940 (17150) || 0 (364) || 0 (364) || 496(512) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2182863 || 158519 || 4720 (17798) || 0 (364) || 0 (364) || 832(840) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2176046 || 158985 || 4724 (18150) || 0 (364) || 0 (364) || 840(856) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2274616 || 178536 || 4736 (17550) || 0 (364) || 0 (364) || 920(936) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 13081764 || 825099 || 4336 (22618) || 0 (368) || 32 (368) || 472(480) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5398803 || 387346 || 2364 (15574) || 0 (364) || 32 (364) || 468(484) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5577039 || 399116 || 2408 (15486) || 0 (364) || 32 (364) || 496(504) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5501362 || 395309 || 6796 (20222) || 0 (364) || 32 (364) || 1220(1236) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4999104 || 359117 || 2316 (15130) || 0 (364) || 32 (364) || 480(496) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 8136009 || 426066 || 10512 (28794) || 0 (368) || 32 (368) || 1156(1164) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 3920857 || 265152 || 7104 (20314) || 0 (364) || 32 (364) || 1108(1124) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5036444 || 353797 || 8788 (21866) || 0 (364) || 32 (364) || 1576(1584) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5010792 || 352616 || 8836 (22262) || 0 (364) || 32 (364) || 1584(1600) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib sphlib] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5159569 || 372816 || 8760 (21574) || 0 (364) || 32 (364) || 1648(1664) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 8135261 || 425550 || 10512 (28794) || 0 (368) || 32 (368) || 1156(1164) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 3919926 || 264903 || 7104 (20314) || 0 (364) || 32 (364) || 1108(1124) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5035596 || 353930 || 8788 (21866) || 0 (364) || 32 (364) || 1576(1584) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5007267 || 352533 || 8836 (22262) || 0 (364) || 32 (364) || 1584(1600) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5160117 || 372899 || 8760 (21574) || 0 (364) || 32 (364) || 1648(1664) || Checksum OK
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 9134473 || 446531 || 9968 (28250) || 64 (432) || 0 (432) || 496(504) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2442246 || 131936 || 3828 (17038) || 0 (364) || 0 (364) || 564(580) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2311174 || 122377 || 4492 (17570) || 0 (364) || 0 (364) || 768(776) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2249379 || 119417 || 6256 (19682) || 0 (364) || 0 (364) || 732(748) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib armcryptolib] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2402878 || 134480 || 4328 (17142) || 0 (364) || 0 (364) || 764(780) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib-speed armcryptolib-speed] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5571902 || 196907 || 14660 (32942) || 0 (368) || 0 (368) || 536(544) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib-speed armcryptolib-speed] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1692342 || 83275 || 8200 (21410) || 0 (364) || 0 (364) || 907(923) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib-speed armcryptolib-speed] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1681536 || 82776 || 10540 (23618) || 0 (364) || 0 (364) || 1732(1740) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib-speed armcryptolib-speed] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1629599 || 81745 || 10776 (24202) || 0 (364) || 0 (364) || 1744(1760) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_armcryptolib-speed armcryptolib-speed] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1400573 || 67614 || 6436 (19250) || 0 (364) || 0 (364) || 556(572) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc01 optc01] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4784858 || 149758 || 106776 (125058) || 0 (368) || 0 (368) || 4888(4896) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc01 optc01] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2153287 || 107664 || 94128 (107338) || 0 (364) || 0 (364) || 7160(7176) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc01 optc01] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 4923012 || 134480 || 132392 (145470) || 0 (364) || 0 (364) || 7164(7172) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc01 optc01] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5021831 || 129791 || 132120 (145546) || 0 (364) || 0 (364) || 7164(7180) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc01 optc01] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 3351484 || 132335 || 131392 (144206) || 0 (364) || 0 (364) || 7156(7172) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc02 optc02] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5241098 || 180647 || 23880 (42162) || 0 (368) || 0 (368) || 752(760) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc02 optc02] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1681685 || 90390 || 17536 (30746) || 0 (364) || 0 (364) || 1516(1532) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc02 optc02] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1629117 || 95694 || 22028 (35106) || 0 (364) || 0 (364) || 2024(2032) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc02 optc02] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1590979 || 94513 || 21988 (35414) || 0 (364) || 0 (364) || 2036(2052) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc02 optc02] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1460340 || 79584 || 15012 (27826) || 0 (364) || 0 (364) || 1348(1364) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc03 optc03] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5041631 || 162227 || 15828 (34110) || 0 (368) || 0 (368) || 892(900) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc03 optc03] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1529234 || 75245 || 10724 (23934) || 0 (364) || 0 (364) || 1155(1171) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc03 optc03] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1619774 || 85054 || 15072 (28150) || 0 (364) || 0 (364) || 2472(2480) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc03 optc03] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1612941 || 83790 || 15072 (28498) || 0 (364) || 0 (364) || 2472(2488) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc03 optc03] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1437713 || 73566 || 10528 (23342) || 0 (364) || 0 (364) || 1504(1520) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc04 optc04] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 5191223 || 179716 || 17068 (35350) || 0 (368) || 0 (368) || 896(904) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc04 optc04] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1515851 || 73732 || 10684 (23894) || 0 (364) || 0 (364) || 1132(1148) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc04 optc04] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1601254 || 86134 || 15440 (28518) || 0 (364) || 0 (364) || 2644(2652) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc04 optc04] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1607704 || 85619 || 15432 (28858) || 0 (364) || 0 (364) || 2644(2660) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_optc04 optc04] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 1438063 || 73948 || 10488 (23302) || 0 (364) || 0 (364) || 1528(1544) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref ref] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 7874598 || 357654 || 29328 (47610) || 0 (368) || 0 (368) || 1128(1136) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref ref] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2420633 || 130340 || 17756 (30966) || 0 (364) || 0 (364) || 1280(1296) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref ref] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2255813 || 119185 || 24360 (37438) || 0 (364) || 0 (364) || 1764(1772) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref ref] || armeb-linux-uclibc-gcc -pipe -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2195182 || 114197 || 24416 (37842) || 0 (364) || 0 (364) || 1632(1648) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref ref] || armeb-linux-uclibc-gcc -pipe -Os -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2254018 || 125087 || 23652 (36466) || 0 (364) || 0 (364) || 1636(1652) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref_xbx-pruned ref_xbx-pruned] || armeb-linux-uclibc-gcc -pipe -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 7814265 || 356706 || 11196 (29478) || 0 (368) || 0 (368) || 724(732) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref_xbx-pruned ref_xbx-pruned] || armeb-linux-uclibc-gcc -pipe -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2351390 || 129027 || 4780 (17990) || 0 (364) || 0 (364) || 888(904) || Checksum failed
|[wiki:ciphers_bmw256 bmw256] || [wiki:platformsimplementations_nslu2-openwrt_bmw256_ref_xbx-pruned ref_xbx-pruned] || armeb-linux-uclibc-gcc -pipe -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.1.2 || 2205822 || 118054 || 5980 (19058) || 0 (364) || 0 (364) || 1372(1380) || Checksum failed
